Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR12080952729665536,COMMITTEE TO ELECT JOHN DAMOOSE FOR STATE REPRESENTATIVE,Registered in Michigan 519587,US,US-Federal,11,4100,3650,311750,7100,27400,97000,27000,1267500,16200,17550,37500,3250,6400
AR120814887415840768,THOM TILLIS COMMITTEE,EIN ID 46-2864060,US,US-Federal,8,4700,4150,325250,8150,30900,107000,31000,1342500,17800,19725,44250,3650,7000
AR120847323008860160,CONSERVATIVE BUZZ LLC,EIN ID 45-4445561,US,US-Federal,5255,5154100,4584000,368290750,8965800,34102600,118473000,34213000,1514512500,19827100,21764100,48393000,4053300,7887000
AR12094627905536000,AMMAR CAMPA-NAJJAR FOR CONGRESS,FEC ID C00635888,US,US-Federal,33,55400,48550,4009250,94900,362400,1254000,362000,16252500,210500,229950,510750,42950,85200
AR121262938404159488,GREAT AMERICA PAC,FEC ID C00608489,US,US-Federal,381,14300,12600,994250,24600,93300,324000,94000,4057500,54000,59175,132000,11100,21400
AR121273177606193152,FRIENDS OF MATT PINNELL 2018,EIN ID 82-0992206,US,US-Federal,6,1000,850,68250,1650,6300,22000,6500,277500,3600,3975,9000,750,1400
AR121357702562578432,HOMEOWNERS AND TENANTS UNITED,EIN ID 84-1894569,US,US-Federal,451,212700,186050,15862000,363875,1402600,4944000,1386500,65332500,828000,900075,1959000,167000,332200
AR121571557574180864,GEORGIA ACTION FUND,FEC ID C00693606,US,US-Federal,13,738500,629700,54269500,1231600,4756000,17018000,4687000,227842500,2840100,3066000,6606000,574000,1113800
AR121627632667197440,AFSCME - PEOPLE,EIN ID 52-1456472,US,US-Federal,1,3400,2850,245250,5575,21600,77000,21500,1027500,12800,13875,30000,2600,5000
AR121754007784914944,TEXANS FOR JIM GRIFFIN,EIN ID 84-3889700,US,US-Federal,13,6600,6000,469000,11725,44600,150000,45000,2017500,25600,28650,63000,5050,10200
AR122089290111909888,RECLAIMTHEAMERICANDREAM ORG,EIN ID 81-2663346,US,US-Federal,46,15300,13600,1121250,26575,101900,357000,101500,4672500,59800,65325,144000,12000,23800
AR122166943120621568,LOIS FRANKEL FOR CONGRESS,FEC ID C00494856,US,US-Federal,3,3500,3000,257500,5825,22500,80000,22000,1080000,13400,14475,31500,2700,5200
AR122316957738336256,ESMERALDA SORIA FOR CONGRESS,FEC ID C00711911,US,US-Federal,2,1700,1550,121250,3000,11400,39000,11500,502500,6500,7275,15750,1300,2600
AR122339016690368512,JESSICA KING FOR WISCONSIN,FEC ID C00721274,US,US-Federal,8,7400,6350,544000,12375,47800,171000,47000,2295000,28600,30825,66750,5750,11200
AR122376400085712896,Alessandro Bellucci,,"EU, IT",EU-Parliament,11,200,150,11500,250,1000,4000,1000,45000,600,675,1500,100,200
AR122506142457790464,ARIZONA FAMILIES FIRST,EIN ID 84-4323215,US,US-Federal,6,20400,17400,1497000,34075,131600,472000,129500,6300000,78800,84900,183000,15850,30800
AR1226024184446976,CHRIS WARD FOR ASSEMBLY 2020,Registered in California,US,US-Federal,65,29900,26400,2157250,51675,197800,681000,197000,9097500,114700,127125,277500,23000,45400
AR1226161623400448,"BILL DODD BALLOT MEASURE COMMITTEE FOR PROGRESS, REFORM & A STRONGER CALIFORNIA",Registered in California 1377491,US,US-Federal,3,8900,7600,657000,14850,57300,205000,56500,2752500,34200,36975,79500,6950,13400
AR122695395896721408,ITALIA VIVA,,"EU, IT",EU-Parliament,27,12100,10500,908500,20525,79000,278000,78000,3682500,46600,50775,108750,9550,18400
AR12273917020340224,STAUSH GRUSZYNSKI,,US,US-Federal,4,100,100,9000,225,800,3000,1000,37500,500,525,1500,100,200
AR122780539328397312,Ioannis Vardakastanis,,"EU, GR",EU-Parliament,1,300,250,20500,500,1900,7000,2000,82500,1100,1275,3000,250,400
AR1228360646656000,MORE TREATMENT FOR A BETTER OREGON: YES ON 110,Registered in Oregon 20825,US,US-Federal,11,45500,38900,3346250,76125,293800,1053000,289500,14137500,176100,189525,410250,35650,69000
AR123113141595799552,"PATIENTS AND CAREGIVERS TO PROTECT DIALYSIS PATIENTS, SPONSORED  BY THE CALIFORNIA DIALYSIS COUNCIL",EIN ID 95-3778604,US,US-Federal,42,6300,5450,432000,10650,40200,141000,40500,1762500,23500,25425,56250,4800,9200
AR123368228293443584,LYNN AFENDOULIS FOR CONGRESS,EIN ID 84-2230151,US,US-Federal,17,2700,2350,197000,4600,17600,61000,17500,802500,10300,11250,24750,2100,4000
AR123455089712037888,MICHAEL WALTZ FOR CONGRESS,EIN ID 82-4088281,US,US-Federal,7,600,500,40750,1000,3800,13000,4000,172500,2200,2475,5250,450,800
AR123635684496900096,"GOP SCOUTS, INC.",EIN ID 83-1486714,US,US-Federal,421,13800,12000,1014250,23500,89200,310000,89500,3892500,51700,56025,124500,10600,21200
AR123769069001244672,FRIENDS OF TODD YOUNG,FEC ID C00459255,US,US-Federal,1,400,300,27250,625,2400,9000,2500,112500,1400,1575,3000,300,600
AR124309891283156992,DREW SPRINGER JR.,Registered in Texas 00067769,US,US-Federal,6,10800,9150,794000,17925,69200,246000,68000,3315000,41200,44625,96000,8400,16200
AR124322535666876416,COLORADANS PROTECTING WILDLIFE,EIN ID 84-2719389,US,US-Federal,2,23400,19900,1732000,38925,150100,532000,148000,7147500,89300,96750,207750,18050,35400
AR124593908880506880,Vapaus ry,,"EU, FI",EU-Parliament,20,300,250,20250,500,1900,7000,2000,82500,1100,1200,3000,200,400
AR124650877326721024,Nikki Fried for Florida,EIN ID 83-0865553,US,US-Federal,28,42000,36700,3028250,71825,273000,948000,274000,11865000,158100,171000,382500,32600,63400
AR124709495040376832,Slovenská národná strana,,"EU, SK",EU-Parliament,72,11800,10900,846250,21275,81000,274000,81500,3652500,46600,52125,115500,9150,18600
AR124753131908104192,CITIZENS FOR TODD EACHUS,EIN ID 84-4895514,US,US-Federal,39,1700,1550,130250,3000,11500,41000,11500,532500,6800,7425,15750,1350,2600
AR124792370729320448,AMERICAN LEADERSHIP COMMITTEE,EIN ID 83-1273004,US,US-Federal,144,47300,41450,3465250,81100,308200,1071000,309500,13417500,178700,193575,429750,36500,72000
AR124854905453150208,FRIENDS OF EARL GRANVILLE,EIN ID 84-3810420,US,US-Federal,12,1600,1450,123500,2850,11000,39000,11000,517500,6500,7050,15750,1300,2600
AR124938811934244864,CDU Kreisverband Dortmund,,"DE, EU",EU-Parliament,24,5900,5000,433250,9800,37800,135000,37500,1815000,22500,24375,52500,4600,8800
AR124967880272904192,FRIENDS FOR THORNTON,FEC ID C00664797,US,US-Federal,13,900,800,63750,1525,5900,21000,6000,270000,3500,3750,8250,700,1400
AR124971384966217728,VOTEMATTNIELSEN,Registered in Arizona,US,US-Federal,1,200,150,12500,275,1100,4000,1000,52500,600,675,1500,150,200
AR12498698428743680,NÁRODNÁ KOALÍCIA,,"EU, SK",EU-Parliament,7,3400,3050,237250,5950,22600,78000,22500,982500,13100,14475,32250,2650,5200
AR12505501656940544,DONNA SCHAIBLEY FOR STATE REPRESENTATIVE,EIN ID 47-2520477,US,US-Federal,1,300,300,24500,550,2100,8000,2000,105000,1300,1350,3000,250,600
AR125066011685683200,PETER MATHEWS FOR CONGRESS,FEC ID C00720136,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR125281515964727296,DICKINSON FOR CONGRESS COMMITTEE,EIN ID 83-4277178,US,US-Federal,10,4900,4500,372500,8775,34000,121000,33500,1567500,20000,21675,48000,4050,8000
AR125556325152194560,MICHIGAN FREEDOM NETWORK,EIN ID 46-1903394,US,US-Federal,4,1200,1050,89250,2025,7800,27000,7500,360000,4600,5025,10500,950,1800
AR125746952980660224,REBEKAH FOR NEWTOWN 2020,EIN ID 84-4633608,US,US-Federal,2,500,400,33250,750,2900,10000,3000,142500,1700,1875,3750,350,600
AR125830103547510784,JESSE JENSEN FOR CONGRESS,FEC ID C00720870,US,US-Federal,5,2100,1850,157750,3575,13800,49000,13500,652500,8200,8850,18750,1650,3200
AR126043958559113216,CALIFORNIA ALLIANCE FOR JOBS,EIN ID 94-3212041,US,US-Federal,63,2600,2400,199250,4725,18300,66000,18000,847500,11000,11700,25500,2150,4400
AR126301244280012800,TASK FORCE GRIGGS FOR CONGRESS,FEC ID C00741397,US,US-Federal,3,0,50,3500,75,300,1000,500,15000,200,225,750,50,0
AR126546297934053376,DAVID FOX,,US,US-Federal,2,100,100,10500,225,900,3000,1000,45000,500,600,1500,100,200
AR126621202163695616,JOSH HICKS FOR CONGRESS,FEC ID C00714279,US,US-Federal,63,16300,13800,1203000,27050,104300,367000,103000,4927500,61500,67125,144000,12500,24600
AR126746477769785344,"Arco Estrategias de Marketing, S.L.",,"ES, EU",EU-Parliament,65,2500,2200,173750,4350,16500,57000,16500,720000,9600,10575,24000,1950,3800
AR126754861545947136,RE-ELECT JAMES SIMON COMMITTEE,EIN ID 84-4659721,US,US-Federal,3,400,400,32250,750,2900,10000,3000,127500,1700,1875,4500,350,600
AR127305510713032704,FRIENDS OF ELIZABETH MADEIRA,EIN ID 85-0633291,US,US-Federal,20,800,650,56250,1275,5000,18000,5000,232500,2900,3225,6750,600,1200
AR127323446496460800,FRIENDS OF GEORGE FLINN,FEC ID C00608406,US,US-Federal,17,5900,5050,404750,9875,37300,131000,37500,1642500,22000,23550,52500,4450,8600
AR127338633500819456,ASHLEY HINSON FOR CONGRESS,FEC ID C00706267,US,US-Federal,20,1600,1350,117750,2650,10200,36000,10000,487500,6100,6600,14250,1250,2400
AR127494283115626496,STEFAN FOR CONGRESS,FEC ID C00735811,US,US-Federal,2,700,650,53750,1300,5000,17000,5000,232500,2900,3150,7500,600,1200
AR12758595489759232,GOLD SKY VENTURES LLC,EIN ID 82-0729218,US,US-Federal,6,3900,3600,295500,7000,27200,97000,26500,1260000,16300,17250,38250,3150,6400
AR127771703643209728,BETTER WORLD GROUP ADVISORS,EIN ID 83-1911370,US,US-Federal,1,0,50,3500,75,300,1000,500,15000,200,225,750,50,0
AR127820563191169024,MSZP,,"EU, HU",EU-Parliament,23,900,800,63250,1575,6000,21000,6000,270000,3500,3825,9000,700,1400
AR128018337845215232,DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE,FEC ID C00010603,US,US-Federal,3955,6604500,5690550,485346500,11129975,42866600,151998000,42380500,2013405000,25392200,27538575,59653500,5145900,10030200
AR128025209792888832,Evropa společně,,"CZ, EU",EU-Parliament,8,1900,1650,130250,3250,12300,43000,12500,540000,7200,7950,18000,1450,2800
AR128081903361196032,UNLOCK MICHIGAN,EIN ID 85-1327904,US,US-Federal,1,2100,1800,155750,3500,13500,47000,13500,630000,7900,8700,18750,1600,3200
AR128295758372798464,MISSOURI STATE DEMOCRATIC COMMITTEE,EIN ID 44-0222815,US,US-Federal,2,700,650,52250,1225,4700,16000,4500,202500,2700,2925,6750,550,1000
AR128360492119883776,RE IMAGINE LA A COALITION OF NONPROFIT ORGS AND JUSTICE ADVOCATES,EIN ID 85-2608482,US,US-Federal,4,9000,7650,660000,14975,57800,207000,57000,2767500,34500,37275,80250,7000,13600
AR128452713657663488,CYNDI OTTESON FOR CITY COUNCIL 2020,Registered in California,US,US-Federal,14,3900,3600,282250,7075,27000,91000,27000,1222500,15500,17325,38250,3050,6200
AR128727179247747072,"A BRIGHTER, HEALTHIER FUTURE FOR COLORADO'S KIDS",Registered in Colorado 20205038135,US,US-Federal,5,2700,2300,199750,4550,17600,63000,17500,840000,10500,11325,24750,2100,4200
AR128771846907625472,LYNDA BENNETT FOR CONGRESS,FEC ID C00732099,US,US-Federal,3,900,800,68750,1575,6100,21000,6000,277500,3600,3900,8250,700,1400
AR128797891589308416,FUTURE45,FEC ID C00574533,US,US-Federal,2,17600,15500,1285250,30275,115100,400000,115500,4987500,66800,72150,159750,13600,26600
AR129006661359632384,NATIONAL WILDLIFE FEDERATION,EIN ID 53-0204616,US,US-Federal,5,10500,9050,775000,17650,67900,234000,67500,3120000,39400,43575,94500,8000,16200
AR12902425354567680,"CALIFORNIANS FOR EQUAL RIGHTS, NO ON 16",Registered in California 1427809,US,US-Federal,76,69700,59650,5127750,116700,450800,1616000,444000,21615000,270200,290775,629250,54350,105800
AR129171931701182464,EILEEN KIELY FOR OREGON,Registered in Oregon,US,US-Federal,7,700,600,52750,1200,4600,16000,4500,217500,2800,3000,6750,550,1000
AR129174543041298432,SEAN REYES FOR ATTORNEY GENERAL,EIN ID 45-3456983,US,US-Federal,10,22000,19700,1665250,38525,149100,529000,147000,6855000,88000,95325,207000,17650,34600
AR129188218217168896,THE REPUBLICAN PARTY OF WISCONSIN,EIN ID 39-0731529,US,US-Federal,3,29300,25750,2148000,50325,191300,665000,192000,8310000,110900,120000,266250,22650,44400
AR12920154979565568,Sustainable New Zealand Party,,NZ,,324,5500,4650,405000,9050,34800,122000,34500,1635000,20400,22425,48000,4200,8200
AR129367507331973120,KARYN MAYNARD,,US,US-Federal,14,1700,1550,121250,3025,11600,39000,11500,525000,6600,7425,16500,1300,2600
AR129396163353772032,JOHN BELL FOR STATE SENATE,EIN ID 83-1655345,US,US-Federal,14,57000,51200,4041250,100150,381500,1308000,382500,16837500,218400,243450,549000,44200,89000
AR129398568535457792,Tomáš Zdechovský,,"CZ, EU",EU-Parliament,4,100,50,5500,125,500,2000,500,22500,300,300,750,50,200
AR129592288740376576,Venstre på Østerbro,,"DK, EU",EU-Parliament,47,5500,4950,384750,9650,36600,127000,37000,1597500,21100,23400,52500,4350,8400
AR12988118542057472,START,,"DE, EU, HR, SI",EU-Parliament,4,2000,1850,145250,3600,13700,47000,14000,607500,7900,8775,19500,1550,3200
AR12998976219381760,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,FEC ID C00498121,US,US-Federal,32,6100,5400,428500,10525,40100,139000,40000,1792500,23300,25725,56250,4650,9200
AR13000625486823424,"SALEM WEB NETWORK, LLC",EIN ID 52-2141739,US,US-Federal,131,524300,463200,37362750,906000,3446600,11966000,3456500,152587500,2002800,2188500,4858500,409050,796200
AR130270137658900480,WALTERS FOR CONGRESS,FEC ID C00546853,US,US-Federal,41,3400,2950,245000,5775,21900,76000,22000,952500,12700,13725,30750,2600,5200
AR130280376860934144,"CALIFORNIANS FOR SAFE SCHOOLS AND HEALTHY LEARNING, YES ON PROP 13, A COMMITTEE SUPPORTED BY GOVERNOR NEWSOM, TE",EIN ID 84-3291554,US,US-Federal,1,16900,15400,1206750,30100,114700,386000,115000,5190000,65600,73350,162750,13050,26200
AR130300168070234112,HUDSON FOR CONGRESS,FEC ID C00504522,US,US-Federal,25,26300,22550,1916000,44075,168900,597000,168000,7807500,99600,107850,234750,20300,39400
AR130306833859477504,FRIENDS OF DANIEL SPARKMAN,EIN ID 83-4323123,US,US-Federal,19,300,250,21000,525,2000,7000,2000,82500,1100,1275,3000,250,400
AR130338994574589952,PRAGER UNIVERSITY FOUNDATION,EIN ID 27-1763901,US,US-Federal,103,808400,722050,58612500,1412300,5398400,18824000,5388500,244312500,3152800,3451800,7654500,638050,1256200
AR130387441805688832,Die Organisation der litauischen Expats in Berlin e.V,,"DE, DK, EE, EU, IE, LV, PL",EU-Parliament,17,800,650,55250,1250,4900,17000,5000,232500,2900,3150,6750,600,1200
AR131004405267824640,Provincia autonoma di Trento,,"EU, IT",EU-Parliament,1,0,50,3250,75,300,1000,500,15000,200,150,750,50,0
AR131396037565743104,MIKE BISHOP FOR CONGRESS,FEC ID C00561001,US,US-Federal,19,38900,34000,2837750,66500,252800,878000,253500,10972500,146600,158475,351750,29900,58600
AR131464344725618688,FRIENDS FOR JEN KIGGANS,EIN ID 83-4236165,US,US-Federal,11,1100,1000,76750,1925,7300,25000,7500,330000,4300,4650,10500,900,1800
AR131603501666009088,KATE BROPHY MCGEE AZ - SENATE,Registered in Arizona 201800056,US,US-Federal,22,7800,6650,572250,13025,50300,180000,49500,2407500,30100,32475,69750,6050,11800
AR131641366097690624,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,EIN ID 82-3938952,US,US-Federal,4,2700,2450,200750,4825,18500,64000,18500,847500,10800,11850,26250,2150,4200
AR131651811458154496,Jayprakash Murli Prajapati,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR131699502775009280,ANITA FOR ARIZONA,FEC ID C00655134,US,US-Federal,27,10000,8700,738250,17000,64800,226000,65000,2902500,37900,41100,90000,7750,15200
AR131714208743030784,RATLIFF ENTERPRISES,EIN ID 86-0859865,US,US-Federal,3,200,150,13500,325,1300,4000,1500,60000,700,825,1500,150,200
AR131738191840411648,"SAN FRANCISCANS FOR A FAIR RECOVERY, YES ON I & K",Registered in California 1427811,US,US-Federal,2,600,500,41250,925,3600,13000,3500,172500,2200,2325,5250,450,800
AR131741627814248448,LAWRENCE B LEVIT,,US,US-Federal,1,100,50,4500,100,400,2000,500,22500,300,300,750,50,200
AR13176547347267584,PENSLER FOR SENATE,FEC ID C00663278,US,US-Federal,55,36600,31450,2506000,61475,232500,810000,234000,10147500,135200,146175,324000,27850,53800
AR13186786549301248,FRIENDS OF DEBRA RODMAN,EIN ID 83-3913680,US,US-Federal,2,18500,16650,1310500,32525,123900,426000,124500,5482500,71000,79125,178500,14400,29000
AR13206577758601216,MYRNA MELGAR FOR SUPERVISOR 2020,Registered in California 1425021,US,US-Federal,44,11800,10400,844750,20325,77500,269000,77500,3472500,45000,49425,109500,9200,18000
AR132193046056927232,SOUTHERN ENVIRONMENTAL LAW CENTER,EIN ID 52-1436778,US,US-Federal,115,15800,14000,1169000,27400,105300,366000,104500,4815000,61500,67575,147000,12450,24400
AR132289734360694784,DAVID STEELE,,US,US-Federal,26,400,300,26250,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR132485309991485440,FRIENDS OF DARRIN CAMILLERI,Registered in Michigan 517302,US,US-Federal,3,3200,2750,237750,5400,20900,75000,20500,997500,12500,13425,29250,2500,4800
AR132631338879549440,Lietuvos Respublikos liberalų sąjūdis,,"EU, LT",EU-Parliament,305,17400,15250,1242750,29875,114200,401000,114000,5190000,67100,73350,162000,13600,26400
AR133067089081532416,UDAYA CHANDRA DESAM PARTY,,IN,IN-General,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR133153194585882624,FRICKE FOR CONGRESS,FEC ID C00718643,US,US-Federal,19,100,100,6500,150,600,2000,500,30000,400,375,750,50,200
AR133630039034953728,OPPORTUNITY ARIZONA,EIN ID 84-3103154,US,US-Federal,18,9400,8400,703750,16400,63500,227000,62500,2977500,37800,40650,90000,7600,15200
AR133658076581462016,CALIFORNIA TEACHERS ASSOCIATION,FEC ID C90013756,US,US-Federal,2,6300,5550,433000,10825,40900,141000,41500,1792500,23500,26175,58500,4950,9400
AR133954394965147648,"AMERICAN CONSERVATION COALITION, INC.",EIN ID 82-2038028,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR133964496728227840,GALE PARTNERS LLC,EIN ID 38-3970400,US,US-Federal,832,5700,4950,413750,9675,36700,128000,37000,1597500,21300,23100,51000,4350,8600
AR134039538396823552,Freie Demokratische Partei (FDP),,"DE, EU",EU-Parliament,460,50100,45050,3529750,88075,334600,1162000,336500,14880000,194600,214425,484500,39650,77800
AR134249682556682240,Marek Frťala #hlavnesanetrebabat,,"EU, SK",EU-Parliament,5,200,150,13500,350,1300,4000,1500,60000,700,825,1500,150,200
AR134254767797960704,JOSH HARDER FOR CONGRESS,FEC ID C00639146,US,US-Federal,89,286000,246950,20845500,483050,1837800,6386000,1841500,81172500,1066500,1158000,2569500,219450,435000
AR134358121890971648,TJ COX FOR CONGRESS,FEC ID C00648956,US,US-Federal,39,87000,74350,6432250,145400,558500,1967000,553500,26040000,329300,358425,771750,67050,131200
AR134434056912764928,MATTHEW MENEZES,,US,US-Federal,39,1100,1000,84250,1975,7700,27000,7500,352500,4600,4875,10500,900,1800
AR134527103084265472,AFSCME SPECIAL ACCOUNT,EIN ID 91-2064198,US,US-Federal,2,200,200,16500,375,1400,5000,1500,67500,900,900,2250,150,400
AR134773737286270976,"JASON LEWIS FOR CONGRESS, INC.",FEC ID C00589234,US,US-Federal,12,67900,58850,4870750,115075,437000,1515000,439000,19027500,253100,273900,612000,52200,102400
AR135010682042056704,"UAB ""BPN LT""",,"DE, ES, EU, IE, LT, LV, PL, SE",EU-Parliament,260,23300,20000,1692750,39125,150200,527000,149000,6975000,88200,96600,209250,17950,35200
AR135243915946098688,COMMITTEE TO ELECT DAN FOREST,EIN ID 45-0633728,US,US-Federal,20,13000,11850,950750,23125,88600,306000,88500,4020000,51400,56775,126000,10250,20600
AR13594361765822464,GEORGE SCOTT FOR CONGRESS,FEC ID C00640961,US,US-Federal,29,8600,7450,630500,14600,55400,193000,55500,2415000,32100,34800,77250,6550,13200
AR135943617658224640,BALDERSON FOR CONGRESS,FEC ID C00662650,US,US-Federal,16,1900,1650,130750,3175,12100,42000,12000,525000,7000,7575,17250,1450,2800
AR136066488082628608,AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,EIN ID 53-0115970,US,US-Federal,4,4300,3850,304000,7575,28700,100000,29000,1282500,16800,18375,41250,3400,6800
AR136122906773028864,ZACHARY MONAHAN,,US,US-Federal,5,2500,2250,188000,4400,17000,61000,16500,780000,10000,10875,24000,2000,4000
AR136354491409629184,OREGON LEAGUE OF CONSERVATION VOTERS,EIN ID 93-1176721,US,US-Federal,1,2400,2050,176750,3975,15300,54000,15000,735000,9100,9900,21000,1850,3600
AR136416613816598528,YASH MORI,,US,US-Federal,2,100,50,4750,100,400,1000,500,22500,200,300,750,50,0
AR136630949864538112,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,EIN ID 23-7077256,US,US-Federal,35,200,200,16000,400,1500,5000,1500,67500,900,975,2250,200,400
AR137025537099956224,VERN BUCHANAN FOR CONGRESS,FEC ID C00412759,US,US-Federal,49,24900,21400,1799500,41850,159800,557000,159500,7222500,93200,101250,223500,19200,37400
AR137146483379011584,MULLIN FOR CONGRESS,FEC ID C00498345,US,US-Federal,11,18300,15950,1300500,31200,118500,414000,119000,5220000,69100,74700,165000,14100,27400
AR137332094685675520,FISHBEIN FOR CONNECTICUT,EIN ID 81-2314477,US,US-Federal,3,1100,900,78250,1750,6800,24000,6500,315000,4000,4350,9000,800,1600
AR137471732662403072,GUIDO WEISS FOR CONGRESS,FEC ID C00737320,US,US-Federal,5,400,300,27000,625,2400,8000,2500,112500,1400,1575,3000,300,600
AR137516606480711680,Bridgwater and West Somerset Liberal Democrats,,"DE, EU, FR, GB, IE, NL",EU-Parliament,18,900,850,66500,1650,6300,22000,6500,277500,3600,4050,9000,700,1400
